"","position","rank","name","lastName","uri","imageUri","worth","age","source","industry","gender","country","squareImage","worth_billions"
"611",611,606,"H. Fisk Johnson","Johnson","h-fisk-johnson","h-fisk-johnson",3700,59,"cleaning products","Manufacturing","M","United States","http://specials-images.forbesimg.com/imageserve/57e072564bbe6f6781c526bb/416x416.jpg?background=000000&cropX1=5&cropX2=726&cropY1=39&cropY2=761",3.7
"612",612,606,"Imogene Powers Johnson","Johnson","imogene-powers-johnson","imogene-powers-johnson",3700,87,"cleaning products","Manufacturing","F","United States","//specials-images.forbesimg.com/imageserve/f73950e018838a51ba68a5432c2b1111/416x416.jpg?background=000000&cropX1=0&cropX2=394&cropY1=103&cropY2=497",3.7
"613",613,606,"S. Curtis Johnson","Johnson","s-curtis-johnson","s-curtis-johnson",3700,62,"cleaning products","Manufacturing","M","United States","//specials-images.forbesimg.com/imageserve/688f019aa8189ba775f5e11b549fe4cc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862",3.7
"614",614,606,"Helen Johnson-Leipold","Johnson-Leipold","helen-johnson-leipold","helen-johnson-leipold",3700,61,"cleaning products","Manufacturing","F","United States","//specials-images.forbesimg.com/imageserve/3b6607eb3b5ca0b22bae62c57d6fd590/416x416.jpg?background=000000&cropX1=18&cropX2=324&cropY1=2&cropY2=308",3.7
"615",615,606,"Winifred Johnson-Marquart","Johnson-Marquart","winifred-johnson-marquart","no-pic-female",3700,58,"cleaning products","Manufacturing","F","United States","//specials-images.forbesimg.com/imageserve/2fac3c1d889947907719cf6947ae8980/416x416.jpg?background=000000&cropX1=34&cropX2=1086&cropY1=48&cropY2=1101",3.7
"616",616,606,"Viatcheslav Kantor","Kantor","viatcheslav-kantor","viatcheslav-kantor",3700,64,"fertilizer, real estate","Manufacturing","M","Russia","//specials-images.forbesimg.com/imageserve/5502fabce4b095aa68c83a04/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746",3.7
"617",617,606,"Samvel Karapetyan","Karapetyan","samvel-karapetyan","samvel-karapetyan",3700,52,"real estate","Construction & Engineering","M","Russia","//specials-images.forbesimg.com/imageserve/5a80b4c84bbe6f2652f53fed/416x416.jpg?background=000000&cropX1=10&cropX2=2336&cropY1=15&cropY2=2343",3.7
"618",618,606,"Marc Ladreit de Lacharriere","Ladreit de Lacharriere","marc-ladreit-de-lacharriere","marc-ladreit-de-lacharriere",3700,77,"finance","Finance and Investments","M","France","//specials-images.forbesimg.com/imageserve/5a7df23ea7ea431690131bca/416x416.jpg?background=000000&cropX1=817&cropX2=3461&cropY1=6&cropY2=2648",3.7
"619",619,606,"Angela Leong","Leong","angela-leong","angela-leong",3700,56,"casinos","Gambling & Casinos","F","Hong Kong","//specials-images.forbesimg.com/imageserve/5a57a51b31358e4955aa8005/416x416.jpg?background=000000&cropX1=136&cropX2=1300&cropY1=7&cropY2=1172",3.7
"620",620,606,"Li Gaiteng","Li","li-gaiteng","no-pic",3700,45,"hair dryers","Manufacturing","M","China",NA,3.7
"621",621,606,"Mangal Prabhat Lodha","Lodha","mangal-prabhat-lodha","mangal-prabhat-lodha",3700,62,"real estate","Real Estate","M","India","//specials-images.forbesimg.com/imageserve/0ca251e6fe15d8e2d071c859d2cb26bc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=122&cropY2=866",3.7
"622",622,606,"Michael Milken","Milken","michael-milken","michael-milken",3700,71,"investments","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/59dbd2c24bbe6f37dda03520/416x416.jpg?background=000000&cropX1=68&cropX2=928&cropY1=229&cropY2=1088",3.7
"623",623,606,"Yuri Milner","Milner","yuri-milner","yuri-milner",3700,56,"tech investments","Finance and Investments","M","Russia","//specials-images.forbesimg.com/imageserve/5a80ca9f31358e4955ad2cd9/416x416.jpg?background=000000&cropX1=0&cropX2=2194&cropY1=14&cropY2=2210",3.7
"624",624,606,"Andreas Struengmann","Struengmann","andreas-struengmann","andreas-struengmann",3700,68,"pharmaceuticals","Healthcare","M","Germany",NA,3.7
"625",625,606,"Thomas Struengmann","Struengmann","thomas-struengmann","thomas-struengmann",3700,68,"pharmaceuticals","Healthcare","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e557831358e4955ad137a/416x416.jpg?background=000000&cropX1=0&cropX2=2573&cropY1=5&cropY2=2580",3.7
"626",626,606,"Tse Ping","Tse","tse-ping","tse-ping",3700,66,"pharmaceuticals","Healthcare","M","China","//specials-images.forbesimg.com/imageserve/56703358b0044cf7b67e49b2a2c7d409/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=0&cropY2=740",3.7
"627",627,606,"Yitzhak Tshuva","Tshuva","yitzhak-tshuva","yitzhak-tshuva",3700,69,"real estate","Real Estate","M","Israel","//specials-images.forbesimg.com/imageserve/5a7f7ee0a7ea431690132df9/416x416.jpg?background=000000&cropX1=634&cropX2=2310&cropY1=0&cropY2=1675",3.7
"628",628,606,"Samuel Yin","Yin","samuel-yin","samuel-yin",3700,67,"diversified","Diversified","M","Taiwan","//specials-images.forbesimg.com/imageserve/79f9f719edb1a954ae3fd1229a2f9924/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=58&cropY2=801",3.7
"629",629,629,"Michael Ashley","Ashley","michael-ashley","michael-ashley",3600,53,"sports retailing","Fashion & Retail","M","United Kingdom","//specials-images.forbesimg.com/imageserve/5a815eee31358e4955ad33b5/416x416.jpg?background=000000&cropX1=371&cropX2=2529&cropY1=257&cropY2=2417",3.6
"630",630,629,"Cao Longxiang","Cao","cao-longxiang","no-pic",3600,60,"pharmaceuticals","Healthcare","M","China","http://specials-images.forbesimg.com/imageserve/56c68eb1e4b062f6b59a1458/416x416.jpg?background=000000&cropX1=159&cropX2=634&cropY1=305&cropY2=780",3.6
"631",631,629,"Jeffery Hildebrand","Hildebrand","jeffery-hildebrand","jeffery-hildebrand",3600,59,"oil","Energy","M","United States","//specials-images.forbesimg.com/imageserve/57e06a924bbe6f6781c5268d/416x416.jpg?background=000000&cropX1=105&cropX2=572&cropY1=63&cropY2=530",3.6
"632",632,629,"Jiang Rensheng","Jiang","jiang-rensheng","jiang-rensheng",3600,64,"vaccine production","Healthcare","M","China","//specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858",3.6
"633",633,629,"Edward Johnson, IV.","Johnson","edward-johnson-iv","no-pic",3600,53,"money management","Finance and Investments","M","United States",NA,3.6
